CID-10|Desc. CID-10
M764|Bursite tibial colateral [Pellegrini-Stieda]
M774|Metatarsalgia
M800|Osteoporose pós-menopáusica com fratura patológica
M818|Outras osteoporoses
M820|Osteoporose na mielomatose múltipla
M901|Periostite em outras doenças infecciosas classificadas em outra parte
M906|Osteíte deformante em doenças neoplásicas
M913|Pseudocoxalgia
M923|Outras osteocondroses juvenis do membro superior
M952|Outras deformidades adquiridas da cabeça
M963|Cifose pós-laminectomia
M964|Lordose pós-cirúrgica
M990|Disfunção segmentar e somática
N006|Síndrome nefrítica aguda - doença de depósito denso
N027|Hematúria recidivante e persistente - glomerulonefrite difusa em crescente
N033|Síndrome nefrítica crônica - glomerulonefrite proliferativa mesangial difusa
N054|Síndrome nefrítica não especificada - glomerulonefrite proliferativa endocapilar difusa
N056|Síndrome nefrítica não especificada - doença de depósito denso
N063|Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa mesangial difusa
N065|Proteinúria isolada com lesão morfológica especificada - glomerulonefrite mesangiocapilar difusa
N068|Proteinúria isolada com lesão morfológica especificada - outras
N072|Nefropatia hereditária não classificada em outra parte - glomerulonefrite membranosa difusa
N073|Nefropatia hereditária não classificada em outra parte - glomerulonefrite proliferativa mesangial difusa
N081|Transtornos glomerulares em doenças neoplásicas
N13|Uropatia obstrutiva e por refluxo
N161|Transtornos renais túbulo-intersticiais em doenças neoplásicas
N162|Transtornos renais túbulo-intersticiais em doenças do sangue e transtornos imunitários
N28|Outros transtornos do rim e do ureter não classificado em outra parte
N32|Outros transtornos da bexiga
N36|Outros transtornos da uretra
N413|Prostatocistite
N420|Cálculo da próstata
N778|Ulceração e inflamação vulvovaginais em outras doenças classificadas em outra parte
N828|Outras fístulas do trato genital feminino
N829|Fístulas não especificadas do trato genital feminino
N856|Sinéquias intra-uterinas
N88|Outros transtornos não-inflamatórios do colo do útero
N900|Displasia vulvar leve
N911|Amenorréia secundária
N912|Amenorréia, não especificada
N913|Oligomenorréia primária
N925|Outros tipos especificados de irregularidade da menstruação
N940|Ovulação dolorosa [Mittelschmerz]
N948|Outras afecções especificadas associadas com os órgãos genitais femininos e com o ciclo menstrual
N959|Transtorno não especificado da menopausa e da perimenopausa
N979|Infertilidade feminina não especificada
N991|Estreitamento de uretra pós-procedimentos
O062|Aborto não especificado - incompleto, complicado por embolia
O083|Choque conseqüente a aborto e a gravidez ectópica e molar
O14|Hipertensão gestacional [induzida pela gravidez] com proteinúria significativa
O265|Síndrome da hipotensão materna
O288|"Outros achados anormais do rastreamento [""screening""] antenatal da mãe"
O290|Complicações pulmonares de anestesia administrada durante a gravidez
O36|Assistência prestada à mãe por outros problemas fetais conhecidos ou suspeitados
O460|Hemorragia anteparto com deficiência de coagulação
O678|Outras hemorragias intraparto
O70|Laceração do períneo durante o parto
O718|Outros traumatismos obstétricos especificados
O758|Outras complicações especificadas do trabalho de parto e do parto
O812|Fórceps da cavidade mediana com rotação
O834|Cirurgia destrutiva para facilitar o parto
O849|Parto múltiplo, não especificado
O882|Embolia obstétrica por coágulo de sangue
P001|Feto e recém-nascido afetados por doenças maternas renais e das vias urinárias
P08|Transtornos relacionados com a gestação prolongada e peso elevado ao nascer
P111|Outras lesões cerebrais especificadas devidas a traumatismo de parto
P112|Lesão cerebral não especificada devida a traumatismo de parto
P113|Traumatismo de parto do nervo facial
P119|Traumatismo de parto não especificado do sistema nervoso central
P123|Esmagamento do couro cabeludo devido a traumatismo de parto
P131|Outras lesões cranianas devidas a traumatismo de parto
P132|Lesão do fêmur devida a traumatismo de parto
P21|Asfixia ao nascer
P233|Pneumonia congênita devida a estreptococo do grupo B
P261|Hemorragia pulmonar maciça originada no período perinatal
P352|Infecção congênita por vírus do herpes [simples]
P526|Hemorragia cerebelar (não-traumática) e da fossa posterior do feto ou recém-nascido
P542|Hemorragia retal neonatal
P613|Anemia congênita por perda sangüínea fetal
P809|Hipotermia não especificada do recém-nascido
P832|Hidropsia fetal não-devida à doença hemolítica
P912|Leucomalácia cerebral neonatal
P914|Depressão cerebral neonatal
P941|Hipertonia congênita
Q011|Encefalocele nasofrontal
Q030|Malformações do aqueduto de Sylvius
Q056|Espinha bífida torácica, sem hidrocefalia
Q060|Amielia
Q061|Hipoplasia e displasia da medula espinal
Q101|Ectrópio congênito
Q107|Malformação congênita da órbita
Q111|Outras formas de anoftalmia
Q165|Malformação congênita do ouvido interno
Q169|Malformação congênita do ouvido não especificada causando comprometimento da audição
Q185|Microstomia
Q241|Levocardia
Q242|Cor triatriatum
Q311|Estenose subglótica congênita
Q315|Laringomalácia congênita
Q322|Broncomalácia congênita
Q323|Estenose congênita dos brônquios
Q388|Outras malformações congênitas da faringe
Q428|Ausência, atresia e estenose congênita de outras partes do cólon (intestino grosso)
Q440|Agenesia, aplasia e hipoplasia da vesícula biliar
Q451|Pâncreas anular
Q453|Outras malformações congênitas do pâncreas e do duto pancreático
Q511|Útero duplo com duplicação do colo uterino e da vagina
Q53|Testículo não-descido
Q550|Ausência e aplasia do testículo
Q558|Outras malformações congênitas especificadas dos órgãos genitais masculinos
Q562|Pseudo-hermafroditismo feminino, não classificado em outra parte
Q626|Má-posição do ureter
Q653|Subluxação congênita unilateral do quadril
Q680|Deformidade congênita do músculo esternocleidomastoideu
Q702|Coalescência dos artelhos (artelhos fundidos)
Q720|Ausência congênita completa do(s) membro(s) inferior(es)
Q725|Defeito por redução longitudinal da tíbia
Q765|Costela cervical
Q766|Outras malformações congênitas das costelas
Q768|Outras malformações congênitas dos ossos do tórax
Q782|Osteopetrose
Q788|Outras osteocondrodisplasias especificadas
Q795|Outras malformações congênitas da parede abdominal
Q848|Outras malformações congênitas especificadas do tegumento
Q872|Síndromes com malformações congênitas afetando predominantemente os membros
Q874|Síndrome de Marfan
Q891|Malformações congênitas das supra-renais
Q893|Situs inversus
Q902|Trissomia 21, translocação
Q911|Trissomia 18, mosaicismo cromossômico (não-disjunção mitótica)
Q938|Outras deleções dos autossomos
Q989|Anomalias não especificadas dos cromossomos sexuais, fenótipo masculino
R290|Tetania
R293|Postura anormal
R442|Outras alucinações
R456|Violência física
R462|Comportamento estranho e inexplicável
R464|Lentidão e baixa reatividade
R466|"Inquietação e preocupação exageradas com acontecimentos ""estressantes"""
R502|Febre induzida por drogas
R611|Hiperidrose generalizada
R620|Retardo de maturação
R730|Teste de tolerância a glicose anormal
R748|Níveis anormais de outras enzimas séricas
R799|Achado anormal de exame químico do sangue, não especificado
R823|Hemoglobinúria
R931|Achados anormais de exames para diagnóstico por imagem do coração e da circulação coronariana
R937|Achados anormais de exames para diagnóstico por imagem de outras partes do sistema osteomuscular
R938|Achados anormais de exames diagnósticos por imagem de outras estruturas somáticas especificadas
R960|Morte instantânea
R98|Morte sem assistência
S002|Outros traumatismos superficiais da pálpebra e da região periocular
S032|Luxação dentária
S088|Amputação traumática de outras partes da cabeça
S09|Outros traumatismos da cabeça e os não especificados
S128|Fratura de outras partes do pescoço
S133|Luxações múltiplas do pescoço
S146|Traumatismo de outros nervos e dos não especificados do pescoço
S225|Tórax fundido (oscilante)
S230|Ruptura traumática de disco intervertebral torácico
S252|Traumatismo da veia cava superior
S281|Amputação traumática de parte do tórax
S333|Luxação de outras partes e das não especificadas da coluna lombar e da pelve
S335|Entorse e distensão da coluna lombar
S337|Entorse e distensão de outras partes e das não especificadas da coluna lombar e da pelve
S376|Traumatismo do útero
S382|Amputação traumática de órgãos genitais externos
S407|Traumatismos superficiais múltiplos do ombro e do braço
S447|Traumatismo de múltiplos nervos ao nível do ombro e do braço
S448|Traumatismo de outros nervos ao nível do ombro e do braço
S453|Traumatismo de veia superficial ao nível do ombro e do braço
S461|Traumatismo do músculo e tendão da cabeça longa do bíceps
S578|Lesão por esmagamento de outras partes do antebraço
S598|Outros traumatismos especificados do antebraço
S762|Traumatismo do músculo e do tendão do adutor da coxa
S798|Outros traumatismos especificados do quadril e da coxa
S807|Traumatismos superficiais múltiplos da perna
S833|Ruptura atual da cartilagem da articulação do joelho
S852|Traumatismo da artéria peronial
S951|Traumatismo da artéria plantar do pé
S957|Traumatismo de múltiplos vasos sangüíneos ao nível do tornozelo e do pé
T031|Luxações, entorses e distensões envolvendo tórax com parte inferior do dorso e da pelve
T042|Traumatismos por esmagamento envolvendo regiões múltiplas do(s) membro(s) superior(es)
T049|Traumatismo múltiplos por esmagamento não especificados
T064|Traumatismos de músculos e de tendões envolvendo regiões múltiplas do corpo
T094|Traumatismo de nervos, de raízes de nervos espinhais e de plexos não especificados do tronco
T110|Traumatismo superficial do membro superior, nível não especificado
T119|Traumatismo não especificado do membro superior nível não especificado
T143|Luxação, entorse e distensão de região não especificada do corpo
T272|Queimadura de outras partes do trato respiratório
T273|Queimadura do trato respiratório, parte não especificada
T283|Queimadura dos órgãos geniturinários internos
T284|Queimadura de outros órgãos internos e dos não especificados
T350|Geladura superficial envolvendo múltiplas partes do corpo
T384|Intoxicação por anticoncepcionais orais
T387|Intoxicação por andrógenos e anabolizantes congêneres
T389|Intoxicação por outros antagonistas hormonais, e os não especificados
T392|Intoxicação por derivados pirazolônicos
T394|Intoxicação por anti-reumáticos não classificados em outra parte
T408|Intoxicação por lisergida [LSD]
T409|Intoxicação por outros psicodislépticos e os não especificados [alucinógenos]
T446|Intoxicação por antagonistas alfa-adrenorreceptores não classificados em outra parte
T447|Intoxicação por antagonistas beta-adrenorreceptores não classificados em outra parte
T451|Intoxicação por drogas antineoplásicas e imunomupressoras
T456|Intoxicação por drogas que afetam a fibrinólise
T464|Intoxicação por inibidores da enzima de conversão da angiotensina
T477|Intoxicação por eméticos
T485|Intoxicação por drogas anti-resfriado
T504|Intoxicação por drogas que agem sobre o metabolismo do ácido úrico
T507|Intoxicação por analépticos e antagonistas dos receptores de opiáceos
T549|Efeito tóxico de substância corrosiva não especificada
T55|Efeito tóxico de sabões e detergentes
T563|Efeito tóxico do cádmio e seus compostos
T593|Efeito tóxico do gás lacrimogêneo
T598|Efeito tóxico de outros gases, fumaças e vapores especificados
T629|Efeito tóxico de substâncias nocivas ingeridas como alimento, não especificadas
T634|Efeito tóxico do veneno de outros artrópodes
T68|Hipotermia
T71|Asfixia
T743|Abuso psicológico
T748|Outras síndromes especificadas de maus tratos
T781|Outras reações de intolerância alimentar não classificadas em outra parte
T788|Outros efeitos adversos não classificados em outra parte
T805|Choque anafilático devido a soro
T832|Complicação mecânica de enxerto de órgão urinário
T835|Infecção e reação inflamatória devidas à dispositivo protético, implante e enxerto no aparelho urinário
T870|Complicações de reimplante (de parte) de extremidade superior
T883|Hipertermia maligna devida à anestesia
T90|Seqüelas de traumatismo da cabeça
T903|Seqüelas de traumatismo de nervos cranianos
T914|Seqüelas de traumatismo de órgãos intratorácicos
T934|Seqüelas de traumatismo de nervo do membro inferior
T980|Seqüelas dos efeitos da penetração de corpo estranho através de orifício natural
V031|"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - acidente de trânsito"
V294|Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito
V499|Ocupante [qualquer] de um automóvel [carro], traumatizado em um acidente de trânsito não especificado
W190|Queda sem especificação - residência
W340|Projéteis de outras armas de fogo e das não especificadas - residência
W459|Penetração de corpo ou objeto estranho através da pele - local não especificado
W540|Mordedura ou golpe provocado por cão - residência
W670|Afogamento e submersão em piscina - residência
X040|Exposição a combustão de substância muito inflamável - residência
X099|Exposição a tipo não especificado de fumaça, fogo ou chamas - local não especificado
X209|Contato com serpentes e lagartos venenosos - local não especificado
X219|Contato com aranhas venenosas - local não especificado
X440|Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - residência
X490|Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - residência
X600|Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - residência
X610|Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - residência
X728|Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - outros locais especificados
X749|Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - local não especificado
X950|Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência
X954|Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada
Y008|Agressão por meio de um objeto contundente - outros locais especificados
Y288|Contato com objeto cortante ou penetrante, intenção não determinada - outros locais especificados
Y798|Dispositivos (aparelhos) ortopédicos, associado a incidentes adversos - dispositivos (aparelhos) diversos, inclusive combinações, não classificada em outra parte
Y830|Reação anormal em paciente ou complicação tardia, causadas por intervenção cirúrgica com transplante de todo o órgão, sem menção de acidente durante a intervenção
Y871|Seqüelas de uma agressão
Y881|Seqüelas de acidentes durante a prestação de cuidado médico e cirúrgico
Z015|Testes cutâneos de diagnóstico e sensibilização
Z082|Exame de seguimento após quimioterapia por neoplasia maligna
Z122|Exame especial de rastreamento de neoplasia de órgãos respiratórios
Z128|Exame especial de rastreamento de neoplasias de outras localizações
Z130|Exame especial de rastreamento de doenças do sangue e dos órgãos hematopoéticos de alguns transtornos imunitários
Z206|Contato com e exposição ao vírus da imunodeficiência humana [HIV]
Z270|Necessidade de imunização contra a cólera e as febres tifóide e paratifóides [Cólera + TAB]
Z321|Gravidez confirmada
Z358|Supervisão de outras gravidezes de alto risco
Z379|Nascimento não especificado
Z382|Criança única, não especificado quanto ao local de nascimento
Z411|Outras intervenções de cirurgia plástica por razões estéticas
Z420|Seguimento envolvendo cirurgia plástica da cabeça e do pescoço
Z432|Cuidados à ileostomia
Z436|Cuidados a outros orifícios artificiais das vias urinárias
Z466|Colocação e ajustamento de prótese urinária
Z490|Cuidado preparatório para diálise
Z509|Cuidados envolvendo uso de procedimento de reabilitação não especificado
Z515|Cuidado paliativo
Z529|Doador de órgão ou tecido não especificado
Z570|Exposição ocupacional ao ruído
Z608|Outros problemas relacionados com o meio social
Z728|Outros problemas relacionados com o estilo de vida
Z924|História pessoal de cirurgia de grande porte não classificada em outra parte
Z951|"Presença de enxerto de ponte [""bypass""] aortocoronária"
A012|Febre paratifóide B
A04|Outras infecções intestinais bacterianas
A063|Ameboma intestinal
A066|Abscesso amebiano do cérebro
A068|Infecção amebiana de outras localizações
A07|Outras doenças intestinais por protozoários
A072|Criptosporidiose
A081|Gastroenteropatia aguda pelo agente de Norwalk
A15|Tuberculose respiratória, com confirmação bacteriológica e histológica
A164|Tuberculose da laringe, da traquéia e dos brônquios, sem menção de confirmação bacteriológica ou histológica
A165|Pleurisia tuberculosa, sem menção de confirmação bacteriológica ou histológica
A167|Tuberculosa respiratória primária sem menção de confirmação bacteriológica ou histológica
A186|Tuberculose do ouvido
A201|Peste celulocutânea
A202|Peste pneumônica
A208|Outras formas de peste
A210|Tularemia ulceroglandular
A229|Carbúnculo, forma não especificada
A259|Febre transmitida por mordedura de rato, tipo não especificado
A302|Hanseníase [lepra] tuberculóide borderline
A320|Listeriose cutânea
A428|Outras formas de actinomicose
A441|Bartonelose cutânea e cutâneo-mucosa
A50|Sífilis congênita
A520|Sífilis cardiovascular
A549|Infecção gonocócica não especificada
A660|Lesões iniciais da bouba
A661|Papilomas múltiplos e bouba plantar úmida (cravo de bouba)
A670|Lesões primárias da pinta
A681|Febre recorrente transmitida por carrapatos
A692|Doença de Lyme
A698|Outras infecções especificadas por espiroquetas
A70|Infecções causadas por Clamídia psittaci
A749|Infecção causada por clamídias não especificada
A800|Poliomielite paralítica aguda, associada ao vírus vacinal
A811|Panencefalite esclerosante subaguda
A820|Raiva silvestre
A821|Raiva urbana
A829|Raiva não especificada
A851|Encefalite por adenovírus
A950|Febre amarela silvestre
B003|Meningite devida ao vírus do herpes
B03|Varíola
B068|Rubéola com outras complicações
B170|(Super)infecção Delta aguda de portador de hepatite B
B20|Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias
B217|Doença pelo HIV resultando em múltiplas neoplasias malignas
B261|Meningite por caxumba [parotidite epidêmica]
B262|Encefalite por caxumba [parotidite epidêmica]
B303|Conjuntivite hemorrágica aguda endêmica (por enterovírus)
B331|Doença de Ross River
B356|Tinea cruris
B375|Meningite por Candida
B384|Meningite por coccidioidomicose
B388|Outras formas de coccidioidomicose
B408|Outras formas de blastomicose
B409|Blastomicose não especificada
B427|Esporotricose disseminada
B428|Outras formas de esporotricose
B453|Criptococose óssea
B463|Mucormicose cutânea
B469|Zigomicose não especificada
B487|Micoses oportunistas
B508|Outras formas graves e complicadas de malária por Plasmodium falciparum
B510|Malária por Plasmodium vivax com rotura do baço
B518|Malária por Plasmodium vivax com outras complicações
B530|Malária por Plasmodium ovale
B560|Tripanossomíase por Trypanosoma gambiense
B569|Tripanossomíase africana não especificada
B664|Paragonimíase
B669|Infecção não especificada por trematódeo
B679|Infestações por Echinococcus, outras e as não especificadas
B718|Outras infestações especificadas por cestóides
B743|Loaíase
B761|Necatoríase
B780|Estrongiloidíase intestinal
B787|Estrongiloidíase disseminada
B789|Estrongiloidíase não especificada
B811|Capilaríase intestinal
B814|Helmintíases intestinais mistas
B818|Outras helmintíases intestinais especificadas
B830|Larva migrans visceral
B852|Pediculose não especificada
B878|Miíase de outras localizações
B89|Doença parasitária não especificada
B908|Seqüelas de tuberculose de outros órgãos
B909|Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados
B961|Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos
B962|Escherichia coli [E. Coli], como causa de doenças classificadas em outros capítulos
B963|Haemophilus influenzae [H. influenzae], como causa de doenças classificadas em outros capítulos
B964|Proteus (mirabilis) (morganii), como causa de doenças classificadas em outros capítulos
B971|Enterovírus, como causa de doenças classificadas em outros capítulos
B973|Retrovírus, como causa de doenças classificadas em outros capítulos
B978|Outros agentes virais, como causa de doenças classificadas em outros capítulos
C11|Neoplasia maligna da nasofaringe
C21|Neoplasia maligna do ânus e do canal anal
C313|Neoplasia maligna do seio esfenoidal
C41|Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas
C452|Mesotelioma do pericárdio
C475|Neoplasia maligna dos nervos periféricos da pelve
C476|Neoplasia maligna dos nervos periféricos do tronco
C478|Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo com lesão invasiva
C48|Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio
C512|Neoplasia maligna do clitóris
C54|Neoplasia maligna do corpo do útero
C571|Neoplasia maligna do ligamento largo
C63|Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados
C630|Neoplasia maligna do epidídimo
C681|Neoplasia maligna da glândula parauretral
C694|Neoplasia maligna do corpo ciliar
C724|Neoplasia maligna do nervo acústico
C754|Neoplasia maligna do corpo carotídeo
C755|Neoplasia maligna do corpo aórtico e outros paragânglios
C83|Linfoma não-Hodgkin difuso
C91|Leucemia linfóide
C932|Leucemia monocítica subaguda
C941|Eritremia crônica
C952|Leucemia subaguda de tipo celular não especificado
D015|Carcinoma in situ do fígado, vesícula biliar e vias biliares
D017|Carcinoma in situ de outros órgãos especificados do aparelho digestivo
D023|Carcinoma in situ de outras partes do aparelho respiratório
D06|Carcinoma in situ do colo do útero (cérvix)
D074|Carcinoma in situ do pênis
D091|Carcinoma in situ de outros órgãos urinários e os não especificados
D135|Neoplasia benigna das vias biliares extra-hepáticas
D144|Neoplasia benigna do aparelho respiratório, não especificado
D150|Neoplasia benigna do timo
D176|Neoplasia lipomatosa benigna do cordão espermático
D199|Neoplasia benigna do tecido mesotelial, não especificado
D294|Neoplasia benigna do escroto
D302|Neoplasia benigna do ureter
D312|Neoplasia benigna da retina
D355|Neoplasia benigna do corpo carotídeo
D38|Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos
D409|Neoplasia de comportamento incerto ou desconhecido de órgão genital masculino, não especificado
D429|Neoplasia de comportamento incerto ou desconhecido de meninges não especificadas
D449|Neoplasia de comportamento incerto ou desconhecido de glândula endócrina, não especificada
D461|Anemia refratária com sideroblastos
D552|Anemia devida a transtornos das enzimas glicolíticas
D564|Persistência hereditária de hemoglobina fetal
D581|Eliptocitose hereditária
D601|Aplasia pura adquirida transitória da série vermelha
D642|Anemia sideroblástica secundária ao uso de drogas e a toxinas
D808|Outras imunodeficiências com predominância de defeitos de anticorpos
D811|Imunodeficiência combinada grave [SCID] com números baixos de células T e B
D812|Imunodeficiência combinada grave [SCID] com números baixos ou normais de células B
D818|Outras deficiências imunitárias combinadas
D820|Síndrome de Wiskott-Aldrich
D899|Transtornos não especificados que comprometem o mecanismo imunitário
E001|Síndrome da deficiência congênita de iodo do tipo mixedematoso
E034|Atrofia (adquirida) da tireóide
E10|Diabetes mellitus insulino-dependente
E123|Diabetes mellitus relacionado com a desnutrição - com complicações oftálmicas
E124|Diabetes mellitus relacionado com a desnutrição - com complicações neurológicas
E168|Outros transtornos especificados da secreção pancreática interna
E280|Excesso de estrógeno
E281|Excesso de andrógenos
E282|Síndrome do ovário policístico
E290|Hiperfunção testicular
E291|Hipofunção testicular
E311|Hiperfunção poliglandular
E319|Disfunção poliglandular não especificada
E321|Abscesso do timo
E341|Outra hipersecreção de hormônios intestinais
E342|Secreção hormonal ectópica, não classificada em outra parte
E44|Desnutrição protéico-calórica de graus moderado e leve
E502|Deficiência de vitamina A com xerose da córnea
E60|Deficiência de zinco da dieta
E612|Deficiência de magnésio
E638|Outras deficiências nutricionais especificadas
E639|Deficiência nutricional não especificada
E649|Seqüelas de deficiência nutricional não especificada
E66|Obesidade
E709|Distúrbio não especificado do metabolismo de aminoácidos aromáticos
E724|Distúrbios do metabolismo da ornitina
E751|Outras gangliosidoses
E770|Defeitos na modificação pós-translacional de enzimas lisossômicas
E786|Deficiências de lipoproteínas
E788|Outros distúrbios do metabolismo de lipoproteínas
E791|Síndrome de Lesch-Nyhan
E798|Outros distúrbios do metabolismo da purina e pirimidina
E804|Síndrome de Gilbert
E852|Amiloidose heredofamiliar não especificada
E853|Amiloidose sistêmica secundária
E891|Hipoinsulinemia pós-procedimento
E896|Hipofunção adrenocortical(-medular) pós-procedimento
F12|Transtornos mentais e comportamentais devidos ao uso de canabinóides
F136|Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos - síndrome amnésica
F155|Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - transtorno psicótico
F156|Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína - síndrome amnésica
F174|Transtornos mentais e comportamentais devidos ao uso de fumo - síndrome de abstinência com delirium
F177|Transtornos mentais e comportamentais devidos ao uso de fumo - transtorno psicótico residual ou de instalação tardia
F178|Transtornos mentais e comportamentais devidos ao uso de fumo - outros transtornos mentais ou comportamentais
F183|Transtornos mentais e comportamentais devidos ao uso de solventes voláteis - síndrome [estado] de abstinência
F22|Transtornos delirantes persistentes
F23|Transtornos psicóticos agudos e transitórios
F34|Transtornos de humor [afetivos] persistentes
F402|Fobias específicas (isoladas)
F446|Anestesia e perda sensorial dissociativas
F501|Anorexia nervosa atípica
F504|Hiperfagia associada a outros distúrbios psicológicos
F510|Insônia não-orgânica
F519|Transtorno do sono devido a fatores não-orgânicos não especificados
F521|Aversão sexual e ausência de prazer sexual
F529|Disfunção sexual não devida a transtorno ou à doença orgânica, não especificada
F53|Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte
F620|Modificação duradoura da personalidade após uma experiência catastrófica
F621|Modificação duradoura da personalidade após doença psiquiátrica
F628|Outras modificações duradouras da personalidade
F629|Modificação duradoura da personalidade, não especificada
F632|Roubo patológico [cleptomania]
F633|Tricotilomania
F71|Retardo mental moderado
F73|Retardo mental profundo
F780|Outro retardo mental - menção de ausência de ou de comprometimento mínimo do comportamento
F801|Transtorno expressivo de linguagem
F808|Outros transtornos de desenvolvimento da fala ou da linguagem
F809|Transtorno não especificado do desenvolvimento da fala ou da linguagem
F810|Transtorno específico de leitura
F91|Distúrbios de conduta
F930|Transtorno ligado à angústia de separação
F931|Transtorno fóbico ansioso da infância
F940|Mutismo eletivo
F942|Transtorno de fixação da infância, com desinibição
F952|Tiques vocais e motores múltiplos combinados [doença de Gilles de la Tourette]
F988|Outros transtornos comportamentais e emocionais especificados com início habitualmente na infância ou adolescência
G05|Encefalite, mielite e encefalomielite em doenças classificadas em outra parte
G06|Abscesso e granuloma intracranianos e intra-raquidianos
G110|Ataxia congênita não-progressiva
G129|Atrofia muscular espinal não especificada
G138|Atrofia sistêmica que afeta primariamente o sistema nervoso central em outras doenças classificadas em outra parte
G213|Parkinsonismo pós-encefalítico
G231|Oftalmoplegia supranuclear progressiva [Steele-Richardson-Olszewski]
G238|Outras doenças degenerativas especificadas dos gânglios da base
G26|Doenças extrapiramidais e transtornos dos movimentos em doenças classificadas em outra parte
G361|Leucoencefalite hemorrágica aguda e subaguda [Hurst]
G368|Outras desmielinizações disseminadas agudas especificadas
G369|Desmielinização disseminada aguda não especificada
G371|Desmielinização central do corpo caloso
G40|Epilepsia
G453|Amaurose fugaz
G460|Síndrome da artéria cerebral média
G471|Distúrbios do sono por sonolência excessiva [hipersonia]
G50|Transtornos do nervo trigêmeo
G508|Outros transtornos do nervo trigêmeo
G513|Espasmo hemifacial clônico
G53|Transtornos dos nervos cranianos em doenças classificadas em outra parte
G531|Paralisias de múltiplos nervos cranianos em doenças infecciosas e parasitárias classificadas em outra parte
G532|Paralisias de múltiplos nervos cranianos na sarcoidose
G538|Outros transtornos de nervos cranianos em outras doenças classificadas em outra parte
G542|Transtornos das raízes cervicais não classificadas em outra parte
G543|Transtornos das raízes torácicas não classificadas em outra parte
G545|Amiotrofia nevrálgica
G551|Compressões das raízes e dos plexos nervosos em transtornos dos discos intervertebrais
G553|Compressões das raízes e dos plexos nervosos em outras dorsopatias
G572|Lesão do nervo femoral
G575|Síndrome do túnel do tarso
G590|Mononeuropatia diabética
G61|Polineuropatia inflamatória
G713|Miopatia mitocondrial não classificada em outra parte
G728|Outras miopatias especificadas
G730|Síndromes miastênicas em doenças endócrinas
G801|Paralisia cerebral diplégica espástica
G804|Paralisia cerebral atáxica
G830|Diplegia dos membros superiores
G831|Monoplegia do membro inferior
G832|Monoplegia do membro superior
G939|Transtorno não especificado do encéfalo
G948|Outros transtornos encefálicos especificados em doenças classificadas em outra parte
G991|Outros transtornos do sistema nervoso autônomo em doenças classificadas em outra parte
H000|Hordéolo e outras inflamações profundas das pálpebras
H038|Comprometimento da pálpebra em outras doenças classificadas em outras partes
H041|Outros transtornos da glândula lacrimal
H104|Conjuntivite crônica
H114|Outros transtornos vasculares e cistos conjuntivais
H131|Conjuntivite em doenças infecciosas e parasitárias classificadas em outra parte
H138|Outros transtornos da conjuntiva em doença classificadas em outra parte
H151|Episclerite
H161|Outras ceratites superficiais sem conjuntivite
H169|Ceratite não especificada
H180|Pigmentações e depósitos da córnea
H182|Outros edemas da córnea
H208|Outras iridociclites
H209|Iridociclite não especificada
H280|Catarata diabética
H281|Catarata em outras doenças endócrinas, nutricionais e metabólicas
H300|Inflamação coriorretiniana focal
H314|Descolamento da coróide
H318|Outros transtornos especificados da coróide
H320|Inflamação coriorretiniana em doenças infecciosas e parasitárias classificadas em outra parte
H352|Outras retinopatias proliferativas
H356|Hemorragia retiniana
H439|Transtorno não especificado do humor vítreo
H473|Outros transtornos do disco óptico
H477|Transtornos não especificados das vias ópticas
H488|Outros transtornos do nervo óptico e das vias ópticas em doenças classificadas em outra parte
H499|Estrabismo paralítico não especificado
H506|Estrabismo mecânico
H519|Transtorno não especificado do movimento binocular
H534|Defeitos do campo visual
H538|Outros distúrbios visuais
H546|Perda não qualificada da visão em um olho
