Código|Procedimento
404020470|Reconstrução do Sulco Gengivo-labial
404030025|Aritenoidectomia c/ Laringofissura
406010102|Cardiorrafia
406010200|Correção de ComÚnicacão Inter-ventricular e Insuficiencia Aortica
406010455|Correção de Transposicão de Grandes Vasos da Base (04 a 110 Anos)
406020396|Retirada de Prótese Infectada em Posicão Aorto- Abdominal c/ Ponte Axilo Femural/axilo Bifemural Cru
407020195|Enteropexia (qualquer Segmento)
407020438|Tratamento Cirúrgico de Ausencia do Reto (abdomino-perineal)
407030190|Pancreatectomia Videolaparoscopica
408010029|Artrodese de Grandes Articulações Escapulo-umerais
408030569|Ressecção de Um Corpo Vertebral Toraco-lombo-sacro
408030895|Tratamento Cirúrgico de Deformidade da Coluna Via Posterior Dois Niveis
409010120|Diverticulectomia Vesical
409010340|Pielotomia
411020021|Embriotomia
412010011|Broncotomia e/ou Broncorrafia
412010054|Fechamento de Fistula Traqueo-cutanea
412030080|Tratamento de Coagulo Retido Intratoracico (qualquer Via)
412050161|Pneumotomia com Ressecção Costal para Drenagem Cavitaria/retirada de Corpo Estranho
416020127|Linfadenectomia Retroperitonial em Oncologia
416130054|Laringectomia Total em Oncologia
201010550|Biopsia Pré-escalenica
303160012|Tratamento de Enterite Necrosante do Feto e do Recem-nascido
304080047|Quimioterapia Intra-Artérial
402020014|Suprarrenalectomia Bilateral
403050073|Microcirurgia com Rizotomia a Céu Aberto
403050162|Tratamento por Esteretaxia de Lesão de Estrutura Profunda de Snc para Tratatamento de Movimentos An
404020151|Glossectomia Total
404020534|Osteossíntese de Fratura do Complexo Naso-órbito-etmoidal
404030319|Tratamento Cirúrgico de Macrostomia /microstomia por Anomalia Crâniofacial
406010153|Correção de Atresia Pulmonar e ComÚnicacão Interventricular
406010170|Correção de Banda Anomala do Ventriculo Direito
406010307|Correção de Estenose Supra-aortica
406010781|Plástica / Troca de Valvula Tricuspide (anomalia de Ebstein)
406011249|Correção de Coarctação da Aorta com Cec
406020108|Dissecção Radical do Pescoco
406020213|Linfadenectomia Radical Axilar Bilateral
406020337|Ponte de Ramos dos Troncos Supra-aorticos
406040222|Fechamento Percutaneo de Fistulas Arteriovenosas c/ Liberacão de Coils
407020020|Amputação por Procidencia de Reto
408020288|Reimplante ou Revascularização do Polegar
408030577|Retirada de Corpo Estranho da Coluna Cervical por Via Anterior
408030585|Retirada de Corpo Estranho da Coluna Cervical por Via Posterior
408030763|Tratamento Cirúrgico de Deformidade da Coluna Via Posterior Nove Niveis
408040246|Tratamento Cirúrgico da Avulsão de Tuberosidades / Espinhas e Crista Ilíaca s/ Lesão do Anel Pélvico
408050411|Transposicão da Fibula para a Tibia
408050730|Tratamento Cirúrgico de Pé Cavo
408060298|Ressecção de Tumor Ósseo e Reconstrução por Deslizamento
408060417|Retração Cicatricial dos Dedos c/ Comprometimento Tendinoso (por Dedo)
409010049|Cistectomia Total e Derivação em 1 So Tempo
409010456|Tratamento Cirúrgico de Fistula Vesico-enterica
409060283|Tratamento Cirúrgico de Fistula Vesico-uterina
412040220|Vagotomia Troncular Terapeutica por Toracotomia
412050110|Ressecção Pulmonar Associada a Broncoplastia/ Arterioplastia
413040267|Reconstrução por Microcirurgia Qualquer Parte
414010060|Osteotomia Etmoideo-orbitaria
416020160|Linfadenectomia Radical Modificada Cervical Unilateral em Oncologia
416030033|Ressecção de Glandula Sublingual em Oncologia
416030335|Ligadura de Carótida em Oncologia
416040063|Esplenectomia em Oncologia
416080111|Reconstrução c/ Retalho Osteomiocutaneo em Oncologia
505010020|Transplante Alogênico de Células-tronco Hematopoeticas de Medula Óssea - não Aparentado
201010577|Biopsias Múltiplas p/ Estadiamento
403030110|Microcirurgia para Biopsia de Medula Espinhal ou Raizes
403070023|Embolização de Aneurisma Cerebral de 8 a 15 Mm c/ Colo Estreito
404010164|Labirintectomia Membranosa / Óssea com ou s/ Audicao
404020160|Laringofissura p/ Colocação de Molde Nos Traumatismos de Laringe
404030149|Reconstrução do Sulco Gengivo Labial
404030300|Remodelação Crâniofacial em Paciente com Anomalia Crânio e Bucomaxilofacial
405050186|Iridociclectomia
406010030|Abertura de Estenose Pulmonar Valvar
406010056|Ampliacão de Via de Saida do Ventriculo Esquerdo
406010366|Correção de Interrupcão do Arco Aortico
406010374|Correção de Janela Aorto-pulmonar
406010412|Correção de Persistencia do Canal Artérial no Recem-nascido
406010870|Reposicionamento de Eletrodos de Marcapasso Multi-sitio
406011052|Troca de Eletrodos de Marcapasso em Cardio-desfibrilador de Câmara Dupla Transvenoso
406040010|Alcoolizacão Percutanea de Hemangioma e Malformacão Venosas (inclui Estudo Angiografico)
406040184|Correção Endovascular de Aneurisma / Dissecção das Iliacas c/ EndoPrótese Tubular
407010181|Gastroplastia Vertical com Banda
408010061|Artroplastia Escapulo-umeral Total - Revisão / Reconstrução
408010100|Ostectomia da Clavícula ou da Escápula
408030097|Artrodese Cervical Anterior Cinco Níveis
408030348|Costoplastia (3 ou Mais Costelas)
408030518|Ressecção de 2 ou Mais Corpos Vertebrais Toraco-lombo-sacros
408030615|Revisão de Artrodese / Tratamento Cirúrgico de Pseudartose da Coluna Toraco-lombo-sacra Anterior
408050349|Revisao Cirúrgica do Pé Torto Congenito
408050721|Tratamento Cirúrgico de Metatarso Primo Varo
409070106|Colpotomia
409070203|Operação de Burch
411010050|Redução Manual de Inversao Uterina Aguda Pós-parto
412040123|Toracectomia com Reconstrução Parietal (por Protese)
414010086|Redução Cruenta de Fratura Alveolo-Dentária
416030025|Ressecção de Glandula Salivar Menor em Oncologia
416030181|Maxilectomia Total em Oncologia
416030203|Parotidectomia Total Ampliada em Oncologia
416040160|Suprarrenalectomia em Oncologia
416080022|Excisão e Reconstrução Total de Labio em Oncologia
416080049|Excisão em Cunha de Labio e Sutura em Oncologia
416120016|Extirpacão de Mamilo em Oncologia
505010011|Transplante Alogênico de Células-tronco Hematopoeticas de Medula Óssea - Aparentado
505010127|Transplante de Esclera
201010097|Biopsia de Conjuntiva
303010207|Tratamento de Poliomielite Paralítica Aguda
403040060|Microcirurgia para Malformação Arterio-venosa Cerebral Profunda
403050057|Implante Intratecal de Bomba de Infusao de Farmacos
403050065|Microcirurgia com Cordotomia / Mielotomia a Céu Aberto
403060060|Microcirurgia para Ressecção Multilobar / Hemisferectomia / Calosotomia
403080070|Tratamento de Dor por Estereotaxia
404010539|Ressecção de Tumor do Acústico (pela Fossa Media)
404020712|Elevação do Assoalho do Seio Maxilar
404030297|Osteotomia Crâniofacial Complexa em Paciente com Anomalia Crânio e Bucomaxilofacial
405030185|Termoterapia Transpupilar
406010110|Cardiotomia p/ Retirada de Corpo Estranho
406010463|Correção de Tronco Arterioso Persistente
406011214|Unifocalizacão de Ramos da Artéria Pulmonar c/ Circulação Extracorporea
406011281|Ampliação de Via de Saída do Ventrículo Direito E/ou Ramos Pulmonares (criança e Adolescente)                                                                                                                                                             
406050082|Estudo Eletrofisiológico Terapeutico II (ablacão de Taquicardia Atrial Cicatricial)
408030178|Artrodese Occipto-cervical (c2) Posterior
408030364|Descompressão Óssea na Junção Crânio-cervical Via Posterior
408030550|Ressecção de Um Corpo Vertebral Cervical
408030623|Revisão de Artrodese / Tratamento Cirúrgico de Pseudartrose da Coluna Cervical Posterior
408030836|Tratamento Cirúrgico de Deformidade da Coluna Via Anterior Dois Níveis
408030844|Tratamento Cirúrgico de Deformidade da Coluna Via Anterior Três Níveis
408030879|Tratamento Cirúrgico de Deformidade da Coluna Via Posterior Três Níveis
408030917|Artrodese Cervical / Cervico Torácica Posterior Quatro Níveis
408040270|Tratamento Cirúrgico de Fratura / Luxação / Fratura-luxação do Coccix
408050446|Tratamento Cirúrgico de Coalizao Tarsal
408060026|Alongamento e/ou Transporte de Ossos da Mão e/ou do Pé
409010251|Nefropielostomia
412010135|Tratamento Cirúrgico de Fistula Broncopleural com Amputação de Coto Bronquico
412040050|Mobilizacão de Retalhos Musculares / do Omento
412050153|Tromboendarterectomia Pulmonar
413040224|Tratamento Cirúrgico de Retração Cicatricial na Região Poplitea
414010132|Redução Cruenta de Fratura do Maxilar Superior - Le Fort III c/ Aparelho de Contencao
414010167|Redução Cruenta de Luxacão da Articulacão Temporo-mandibular (recidivante ou Nao)
416030319|Mandibulectomia Total em Oncologia
416040179|Alcoolização Percutânea de Carcinoma Hepático
416080073|Maxilectomia c/ ou s/ Esvaziamento Orbitario em Oncologia
416090036|Hemipelvectomia em Oncologia
416090079|Sacralectomia (endopelvectomia) em Oncologia
201010119|Biopsia de Córnea
303130040|Tratamento de Paciente Sob Cuidados Prolongados por Enfermidades Decorrentes da Aids
303170077|Tratamento em Psiquiatria (classificacão Pt Gm 251/02)
401020134|Tratamento Cirúrgico de Escalpo Total
401020142|Tratamento Cirúrgico de Hiperceratose Plantar (c/ Correção Plástica)
403020018|Enxerto MicroCirúrgico de Nervo Periferico (2 ou Mais Nervos)
403040043|Microcirurgia para Aneurisma da Circulação Cerebral Posterior
403070031|Embolização de Aneurisma Cerebral de 8 a 15mm c/ Colo Largo
403070066|Embolização de Aneurisma Cerebral Menor Que 8 Mm c/ Colo Estreito
403070090|Embolização de Fistula Carotido-cavernosa com Balões Destacáveis
403080061|Nucleotractomia Trigeminal e/ou Espinal
404010407|Tratamento Cirúrgico de Rinite Cronica (ozena)
404010555|Tratamento Cirúrgico de Rinofima
404020011|Alongamento de Columela
404020364|Tratamento Cirúrgico de Imperfuracão Coanal (uni / Bilateral)
404020410|Tratamento Cirúrgico de Rinofima
404030254|Tratamento Cirúrgico de Fístulas Oronasais em Paciente com Anomalia Crânio e Bucomaxilofacial
405050046|Ciclocriocoagulacão / Diatermia
406010021|Abertura de Estenose Aortica Valvar
406010293|Correção de Estenose Mitral Congenita
406010323|Correção de Hipertrofia Septal Assimetrica
406010501|Correcoes de Anomalias do Arco Aortico
406010552|Implante c/ Troca de Posicão de Valvas (cirurgia de Ross)
406010730|Ligadura de Fistula Sistêmico-pulmonar
406010978|Tratamento de Ferimento Cardiaco Perfuro-cortante
406011079|Troca de Eletrodos de Marcapasso no Cardio-desfibrilador Multi-sitio
406011311|Anastomose Sistemico-pulmonar (criança e Adolescente)                                                                                                                                                                                                     
406011508|Anastomose Sistemico Pulmonar com Cec (criança e Adolescente)                                                                                                                                                                                             
406020329|Ponte Axilo-femural
406020418|Revascularização de Artérias Viscerais
406020477|Transposicão de Veias do Sistema Venoso Profundo
406020582|Troca de Aorta Descendente (inclui Abdominal)
406040117|Angioplastia Intraluminal de Vasos Viscerais c/ Stent Recoberto
406040273|Oclusao Percutanea Endovascular de Artéria / Veia
406040311|Tratamento de Hemoptise por Embolização Percutanea (inclui Estudo Angiografico)
407010017|Degastrogastrectomia c/ ou s/ Vagotomia
407010122|Gastrectomia c/ ou s/ Desvio Duodenal
407010351|Vagotomia Superseletiva / Gastrica Proximal
408020083|Artroplastia Total de Cotovelo (revisao / Reconstrucao)
408030089|Artrodese Cervical Anterior C1-c2 Via Trans-oral / Extra-oral
408030330|Costo-transversectomia
408030356|Descompressão da Junção Crânio-cervical Via Transoral / Retrofaringea
408030372|Descompressão Óssea na Junção Crânio-cervical Via Posterior c/ Duroplastia
408030429|Discectomia Cervical Anterior (até 2 Níveis c/ Microscópio)
408030593|Retirada de Corpo Estranho da Coluna Toraco-lombo-sacra por Via Anterior
408030640|Revisão de Artrodese Tratamento Cirúrgico de Pseudoartorse da Coluna Cervical Anterior
408030755|Tratamento Cirúrgico de Torcicolo Congenito
408040033|Artrodese de Articulações Sacroiliacas
408040327|Tratamento Cirúrgico de Luxacão Coxo-femoral Congenita
408050365|Talectomia
408060280|Ressecção de Tumor Ósseo e Reconstrução c/ Retalho Não Microcirúrgico (apenas Mão e Pé)
409040207|Tratamento Cirúrgico de Elefantiase da Bolsa Escrotal
409050105|Tratamento Cirúrgico de Elefantiase do Pênis
409060224|Ressecção de Varizes Pelvicas
412040077|Pneumotomia c/ Ressecção Costal p/ Drenagem Cavitaria / Retirada de Corpo Estranho
412040085|Redução Cirúrgica de Fratura de Costela
412040107|Ressecção de Tumor do Diafragma e Reconstrução (qualquer Técnica)
412040204|Tratamento Cirúrgico de Fraturas do Gradil Costal
412050099|Pneumotomia c/ Retirada de Corpo Estranho
412050137|Cirurgia Redutora do Volume Pulmonar (qualquer Método)
413030024|LipoAspiração de Parede Abdominal ou Dorso em Pacientes com Lipodistrofia Decorrente do Uso de Anti
415020018|Procedimentos Sequenciais de Cirurgia Plástica Reparadora Pós -cirurgia Bariatrica
415020042|Procedimentos Sequenciais em Anomalia Crânio e Bucomaxilofacial
416010156|Ressecção de Tumor Vesical a Céu Aberto em Oncologia
416020054|Linfadenectomia Radical Axilar Bilateral em Oncologia
416020119|Linfadenectomia Radical Vulvar em Oncologia
416030165|Ressecção Total de Labio e Reconstrução com Retalho Miocutaneo em Oncologia
416030220|Faringectomia Total em Oncologia
416030254|Laringectomia Parcial em Oncologia
416090060|Ressecção de Partes Moles das Extremidades c/ Reconstrução em Oncologia
416090087|Ressecção de Tumor e Reconstrução c/ Enxerto em Oncologia
416130020|Extirpacão de Tumor do Cavum em Oncologia
416130038|Laringectomia Parcial em Oncologia
201010186|Biopsia de Esclera
303070137|Tratamento de Intercorrencia Clínica Pós-cirurgia Bariatrica
303130083|Tratamento de Pacientes Sob Cuidados Prolongados em Hanseniase
304010162|Moldagem em Colo e/ou Corpo do Útero
304010596|Internação para Braquiterapia
403040019|Anastomose Vascular Extra / Intracraniana
403050049|Cordotomia / Mielotomia por Radiofrequencia
403060028|Exploração Diagnóstica Cirúrgica para Implantação Unilateral de Eletrodos Invasivos (inclui Video-el
403060044|Microcirurgia para Lesionectomia sem Monitoramento Intra-operatorio
403080037|Implante Intraventricular de Bomba de Infusão de Farmacos
403080045|Miectomia Superseletiva
404010598|Cirurgia para Revisão do Implante Coclear sem Dispositivo Interno do Implante Coclear
404020194|Plástica do Canal de Stenon
404020305|Ressecção do Glomo Jugular
404030220|Implante Osteointegrado Extra-oral Buco-maxilo-facial
405030207|Drenagem de Hemorragia de Coroide
405040040|DesCompressão de Nervo Optico
405040121|Implante Secundario de Lente Intra-ocular
406010161|Correção de Atrio Unico
406010218|Correção de Cor Triatriatum
406010269|Correção de Dupla Via de Saida do Ventriculo Direito
406010315|Correção de Fistula Aorto-cavitarias
406010358|Correção de Insuficiencia Mitral Congenita
406010382|Correção de Janela Aorto-pulmonar (4 a 110 Anos)
406010749|Manutenção de Assistencia Circulatoria
406011222|Unifocalizacão de Ramos da Artéria Pulmonar s/ Circulação Extracorporea
406011265|Abertura de Estenose Aortica Valvar (criança e Adolescente)                                                                                                                                                                                               
406011290|Ampliação de Via de Saída do Ventrículo Esquerdo (criança e Adolescente)                                                                                                                                                                                  
406011346|Correcao de Drenagem Anomala do Retorno Sistemico (criança e Adolescente)                                                                                                                                                                                 
406011389|Correcao de Fistula Aorto-cavitarias (criança e Adolescente)                                                                                                                                                                                              
406011478|Implante c/ Troca de Posicao de Valvas (cirurgia de Ross) (criança e Adolescente)                                                                                                                                                                         
406011516|Correcao de Coarctacao da Aorta com Cec (criança e Adolescente)                                                                                                                                                                                           
406020019|Anastomose Espleno-renal / Outra Derivação Central
406020027|Anastomose Linfovenosa
406020035|Anastomose Porto-cava
406020272|Linfadenectomia Radical Vulvar
406020604|Valvuloplastias do Sistema Venoso Profundo
406040257|Fibrinolise Visceral Intravascular por Cateter (inclui Fibrinolitico)
406050090|Estudo Eletrofisiológico Terapeutico II (ablacão de Taquicardia Atrial Cicatricial)
407020446|Tratamento Cirúrgico de Ileo Meconial
408010010|Artrodese de Grandes Articulações Escapulo-torácicas
408010070|Desarticulação da Articulacão Escapulo-umeral
408010088|Desarticulação Interescapulo-torácica
408020253|Reimplante do Ombro Até O Terço Médio do Antebraço
408020474|Tratamento Cirúrgico de Gigantismo da Mão
408030186|Artrodese Occipto-cervical (c3)posterior
408030224|Artrodese Occipto-cervical (c7) Posterior
408030526|Resseção de Coccix
408030658|Tratamento Cirúrgico de Deformidade da Coluna Via Antero-posterior Nove ou Mais Níveis
408030666|Tratamento Cirúrgico de Deformidade da Coluna Via Anterior Oito Níveis
408030674|Tratamento Cirúrgico de Deformidade da Coluna Via Anterior Quatro Níveis
408030747|Tratamento Cirúrgico de Fratura Nivel C1 - C2 por Via Anterior (osteossintese)
408030887|Tratamento Cirúrgico de Deformidade da Coluna Via Posterior Quatro Níveis
408040220|Revisão Cirúrgica de Luxação Coxofemoral Congênita
408040238|Transposição / Alongamento Miotendinoso do Iliopsoas em Doença Neuromuscular
408050756|Tratamento Cirúrgico de Pé Talo Vertical
408060492|Transplante do Halux p/ O Polegar
408060697|Tratamento Cirúrgico de Sindactilia Complexa (c/ Fusão Óssea)
409010243|Nefropexia
409040045|Epididimectomia c/ Esvaziamento Ganglionar
410010170|Implante de Prótese Mamária Unilateral Pós Tratamento de Complicação de Implante Mamário Anterior
412040034|Esternectomia Subtotal
412050072|Pneumonectomia de Totalização
413030059|Preenchimento Facial c/ Tecido Gorduroso em Paciente c/ Lipoatrofia de Face Decorrente do Uso de Ant
416020046|Linfadenectomia Ileo-lombar em Oncologia
416030050|Extirpacão de Bocio Intratoracico por Via Transesternal em Oncologia
416030211|Faringectomia Parcial em Oncologia
416030343|Ressecção de Tumor Glomico em Oncologia
416030360|Ressecção de Tumor Tireoidiano por Via Transesternal em Oncologia
416080057|Excisão Parcial de Labio c/ Enxerto Livre em Oncologia
416090125|Desarticulação Escapulo-Torácica Interna em Oncologia
506020118|Tratamento de Intercorrencia Pós Transplante Autológo de Células-tronco Hematopoéticas- Pós Transpla
